            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458022.500000000, A.D. 2017-Sep-26 00:00:00.0000,  4.277370618247855E+09, -1.329973143848272E+09, -7.119355695911705E+07,
2458023.500000000, A.D. 2017-Sep-27 00:00:00.0000,  4.277507538263247E+09, -1.329522684372027E+09, -7.120594751704824E+07,
2458024.500000000, A.D. 2017-Sep-28 00:00:00.0000,  4.277644478627074E+09, -1.329072188503707E+09, -7.121837015493590E+07,
2458025.500000000, A.D. 2017-Sep-29 00:00:00.0000,  4.277781399764841E+09, -1.328621718515617E+09, -7.123085127674037E+07,
2458026.500000000, A.D. 2017-Sep-30 00:00:00.0000,  4.277918234375679E+09, -1.328171293932348E+09, -7.124335580113518E+07,
2458027.500000000, A.D. 2017-Oct-01 00:00:00.0000,  4.278054957308516E+09, -1.327720871255112E+09, -7.125582358238083E+07,
2458028.500000000, A.D. 2017-Oct-02 00:00:00.0000,  4.278191611679407E+09, -1.327270389119623E+09, -7.126823185796010E+07,
2458029.500000000, A.D. 2017-Oct-03 00:00:00.0000,  4.278328264107605E+09, -1.326819832005649E+09, -7.128061888266128E+07,
2458030.500000000, A.D. 2017-Oct-04 00:00:00.0000,  4.278464935549148E+09, -1.326369246348352E+09, -7.129304420864350E+07,
2458031.500000000, A.D. 2017-Oct-05 00:00:00.0000,  4.278601579543160E+09, -1.325918692323712E+09, -7.130552685412604E+07,
2458032.500000000, A.D. 2017-Oct-06 00:00:00.0000,  4.278738130450680E+09, -1.325468181371593E+09, -7.131802555893153E+07,
2458033.500000000, A.D. 2017-Oct-07 00:00:00.0000,  4.278874571603261E+09, -1.325017664314181E+09, -7.133048162027144E+07,
2458034.500000000, A.D. 2017-Oct-08 00:00:00.0000,  4.279010952611010E+09, -1.324567082411761E+09, -7.134287984273976E+07,
2458035.500000000, A.D. 2017-Oct-09 00:00:00.0000,  4.279147337853951E+09, -1.324116428348431E+09, -7.135526431533325E+07,
2458036.500000000, A.D. 2017-Oct-10 00:00:00.0000,  4.279283739639277E+09, -1.323665753825978E+09, -7.136769263391578E+07,
2458037.500000000, A.D. 2017-Oct-11 00:00:00.0000,  4.279420105426104E+09, -1.323215115882694E+09, -7.138017610165769E+07,
2458038.500000000, A.D. 2017-Oct-12 00:00:00.0000,  4.279556372374813E+09, -1.322764517674862E+09, -7.139266799416560E+07,
2458039.500000000, A.D. 2017-Oct-13 00:00:00.0000,  4.279692532588980E+09, -1.322313905195927E+09, -7.140511206890446E+07,
2458040.500000000, A.D. 2017-Oct-14 00:00:00.0000,  4.279828641314486E+09, -1.321863223346963E+09, -7.141750096095693E+07,
2458041.500000000, A.D. 2017-Oct-15 00:00:00.0000,  4.279964759578854E+09, -1.321412473142825E+09, -7.142988382979196E+07,
2458042.500000000, A.D. 2017-Oct-16 00:00:00.0000,  4.280100890828614E+09, -1.320961710657077E+09, -7.144231531715322E+07,
2458043.500000000, A.D. 2017-Oct-17 00:00:00.0000,  4.280236977353219E+09, -1.320510988802502E+09, -7.145479881512332E+07,
2458044.500000000, A.D. 2017-Oct-18 00:00:00.0000,  4.280372960200350E+09, -1.320060302396211E+09, -7.146728294455123E+07,
2458045.500000000, A.D. 2017-Oct-19 00:00:00.0000,  4.280508840381936E+09, -1.319609593536697E+09, -7.147971489752889E+07,
2458046.500000000, A.D. 2017-Oct-20 00:00:00.0000,  4.280644677823311E+09, -1.319158811719040E+09, -7.149209526741534E+07,
2458047.500000000, A.D. 2017-Oct-21 00:00:00.0000,  4.280780529143323E+09, -1.318707966271455E+09, -7.150447743245745E+07,
2458048.500000000, A.D. 2017-Oct-22 00:00:00.0000,  4.280916388868969E+09, -1.318257116668666E+09, -7.151691213347447E+07,
2458049.500000000, A.D. 2017-Oct-23 00:00:00.0000,  4.281052195119212E+09, -1.317806310781957E+09, -7.152939479264259E+07,
