            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,
**************************************************************************************************************************
$$SOE
2458068.500000000, A.D. 2017-Nov-11 00:00:00.0000,  1.588889109184382E+09, -4.743747957847754E+09,  4.784221093100357E+07,
2458069.500000000, A.D. 2017-Nov-12 00:00:00.0000,  1.589343730263316E+09, -4.743698967113796E+09,  4.770568484005570E+07,
2458070.500000000, A.D. 2017-Nov-13 00:00:00.0000,  1.589798945458711E+09, -4.743648555050433E+09,  4.757031923237157E+07,
2458071.500000000, A.D. 2017-Nov-14 00:00:00.0000,  1.590255535422513E+09, -4.743596879241036E+09,  4.743450088734245E+07,
2458072.500000000, A.D. 2017-Nov-15 00:00:00.0000,  1.590713043627446E+09, -4.743545190830305E+09,  4.729702037265110E+07,
2458073.500000000, A.D. 2017-Nov-16 00:00:00.0000,  1.591170184452814E+09, -4.743494717280641E+09,  4.715815130024767E+07,
2458074.500000000, A.D. 2017-Nov-17 00:00:00.0000,  1.591625990348405E+09, -4.743445567837940E+09,  4.701940499171042E+07,
2458075.500000000, A.D. 2017-Nov-18 00:00:00.0000,  1.592080674017119E+09, -4.743396636727868E+09,  4.688218285592270E+07,
2458076.500000000, A.D. 2017-Nov-19 00:00:00.0000,  1.592535439177500E+09, -4.743346588619372E+09,  4.674652688177061E+07,
2458077.500000000, A.D. 2017-Nov-20 00:00:00.0000,  1.592991407271278E+09, -4.743295050039128E+09,  4.661108095257163E+07,
2458078.500000000, A.D. 2017-Nov-21 00:00:00.0000,  1.593448616006153E+09, -4.743242943486278E+09,  4.647430089660883E+07,
2458079.500000000, A.D. 2017-Nov-22 00:00:00.0000,  1.593905985880719E+09, -4.743191663593718E+09,  4.633583315082836E+07,
2458080.500000000, A.D. 2017-Nov-23 00:00:00.0000,  1.594362284081688E+09, -4.743141832662268E+09,  4.619682914211631E+07,
2458081.500000000, A.D. 2017-Nov-24 00:00:00.0000,  1.594817223471561E+09, -4.743092746552626E+09,  4.605891781373191E+07,
2458082.500000000, A.D. 2017-Nov-25 00:00:00.0000,  1.595271718539863E+09, -4.743043002314857E+09,  4.592275364387941E+07,
2458083.500000000, A.D. 2017-Nov-26 00:00:00.0000,  1.595727070545204E+09, -4.742991749163338E+09,  4.578743206087971E+07,
2458084.500000000, A.D. 2017-Nov-27 00:00:00.0000,  1.596183806058506E+09, -4.742939448527292E+09,  4.565129574741387E+07,
